tab 	samples
azimuth	azimuth_dec_correction	bed_dip	bed_dip_direction	citations	description	dip	geologic_classes	geologic_types	lat	lithologies	lon	method_codes	orientation_quality	result_quality	result_type	sample	site	timestamp
0.0		0		This study		0	Extrusive	Lava Flow	32.80937	Basaltic Lava	35.74199	SO-NO	g	g	i	ne4-19	ne4	
0.0		0		This study		0	Extrusive	Lava Flow	32.80937	Basaltic Lava	35.74199	SO-NO	g	g	i	ne4-20	ne4	
0.0		0		This study		0	Extrusive	Lava Flow	32.80937	Basaltic Lava	35.74199	SO-NO	g	g	i	ne4-21	ne4	
0.0		0		This study		0	Extrusive	Lava Flow	32.80937	Basaltic Lava	35.74199	SO-NO	g	g	i	ne4-22	ne4	
0.0		0		This study		0	Extrusive	Lava Flow	32.80937	Basaltic Lava	35.74199	SO-NO	g	g	i	ne4-23	ne4	
0.0		0		This study		0	Extrusive	Lava Flow	32.80937	Basaltic Lava	35.74199	SO-NO	g	g	i	ne4-24	ne4	
0.0		0		This study		0	Extrusive	Lava Flow	32.80937	Basaltic Lava	35.74199	SO-NO	g	g	i	ne5-25	ne5	
0.0		0		This study		0	Extrusive	Lava Flow	32.80937	Basaltic Lava	35.74199	SO-NO	g	g	i	ne5-26	ne5	
0.0		0		This study		0	Extrusive	Lava Flow	32.80937	Basaltic Lava	35.74199	SO-NO	g	g	i	ne5-27	ne5	
0.0		0		This study		0	Extrusive	Lava Flow	32.80937	Basaltic Lava	35.74199	SO-NO	g	g	i	ne5-28	ne5	
0.0		0		This study		0	Extrusive	Lava Flow	32.80937	Basaltic Lava	35.74199	SO-NO	g	g	i	ne5-29	ne5	
0.0		0		This study		0	Extrusive	Lava Flow	32.80937	Basaltic Lava	35.74199	SO-NO	g	g	i	ne5-30	ne5	
0.0		0		This study		0	Extrusive	Lava Flow	32.80937	Basaltic Lava	35.74199	SO-NO	g	g	i	ne6-31	ne6	
0.0		0		This study		0	Extrusive	Lava Flow	32.80937	Basaltic Lava	35.74199	SO-NO	g	g	i	ne6-32	ne6	
0.0		0		This study		0	Extrusive	Lava Flow	32.80937	Basaltic Lava	35.74199	SO-NO	g	g	i	ne6-33	ne6	
0.0		0		This study		0	Extrusive	Lava Flow	32.80937	Basaltic Lava	35.74199	SO-NO	g	g	i	ne6-34	ne6	
0.0		0		This study		0	Extrusive	Lava Flow	32.80937	Basaltic Lava	35.74199	SO-NO	g	g	i	ne6-35	ne6	
0.0		0		This study		0	Extrusive	Lava Flow	32.80937	Basaltic Lava	35.74199	SO-NO	g	g	i	ne6-36	ne6	
0.0		0		This study		0	Extrusive	Lava Flow	32.80937	Basaltic Lava	35.74199	SO-NO	g	g	i	ne7-37	ne7	
0.0		0		This study		0	Extrusive	Lava Flow	32.80937	Basaltic Lava	35.74199	SO-NO	g	g	i	ne7-38	ne7	
0.0		0		This study		0	Extrusive	Lava Flow	32.80937	Basaltic Lava	35.74199	SO-NO	g	g	i	ne7-39	ne7	
0.0		0		This study		0	Extrusive	Lava Flow	32.80937	Basaltic Lava	35.74199	SO-NO	g	g	i	ne7-40	ne7	
0.0		0		This study		0	Extrusive	Lava Flow	32.80937	Basaltic Lava	35.74199	SO-NO	g	g	i	ne7-41	ne7	
0.0		0		This study		0	Extrusive	Lava Flow	32.80937	Basaltic Lava	35.74199	SO-NO	g	g	i	ne7-42	ne7	
0.0		0		This study		0	Extrusive	Lava Flow	32.80937	Basaltic Lava	35.74199	SO-NO	g	g	i	ne7-43	ne7	
0.0		0		This study		0	Extrusive	Lava Flow	32.84816	Basaltic Lava	35.73688	SO-NO	g	g	i	ns1-1	ns1	
0.0		0		This study		0	Extrusive	Lava Flow	32.84816	Basaltic Lava	35.73688	SO-NO	g	g	i	ns1-2	ns1	
0.0		0		This study		0	Extrusive	Lava Flow	32.84816	Basaltic Lava	35.73688	SO-NO	g	g	i	ns1-3	ns1	
0.0		0		This study		0	Extrusive	Lava Flow	32.84816	Basaltic Lava	35.73688	SO-NO	g	g	i	ns1-4	ns1	
0.0		0		This study		0	Extrusive	Lava Flow	32.84816	Basaltic Lava	35.73688	SO-NO	g	g	i	ns1-5	ns1	
0.0		0		This study		0	Extrusive	Lava Flow	32.84816	Basaltic Lava	35.73688	SO-NO	g	g	i	ns1-6	ns1	
0.0		0		This study		0	Extrusive	Lava Flow	32.84816	Basaltic Lava	35.73688	SO-NO	g	g	i	ns2-10	ns2	
0.0		0		This study		0	Extrusive	Lava Flow	32.84816	Basaltic Lava	35.73688	SO-NO	g	g	i	ns2-11	ns2	
0.0		0		This study		0	Extrusive	Lava Flow	32.84816	Basaltic Lava	35.73688	SO-NO	g	g	i	ns2-12	ns2	
0.0		0		This study		0	Extrusive	Lava Flow	32.84816	Basaltic Lava	35.73688	SO-NO	g	g	i	ns2-7	ns2	
0.0		0		This study		0	Extrusive	Lava Flow	32.84816	Basaltic Lava	35.73688	SO-NO	g	g	i	ns2-8	ns2	
0.0		0		This study		0	Extrusive	Lava Flow	32.84816	Basaltic Lava	35.73688	SO-NO	g	g	i	ns2-9	ns2	
0.0		0		This study		0	Extrusive	Lava Flow	32.84816	Basaltic Lava	35.73688	SO-NO	g	g	i	ns3-13	ns3	
0.0		0		This study		0	Extrusive	Lava Flow	32.84816	Basaltic Lava	35.73688	SO-NO	g	g	i	ns3-14	ns3	
0.0		0		This study		0	Extrusive	Lava Flow	32.84816	Basaltic Lava	35.73688	SO-NO	g	g	i	ns3-15	ns3	
0.0		0		This study		0	Extrusive	Lava Flow	32.84816	Basaltic Lava	35.73688	SO-NO	g	g	i	ns3-16	ns3	
0.0		0		This study		0	Extrusive	Lava Flow	32.84816	Basaltic Lava	35.73688	SO-NO	g	g	i	ns3-17	ns3	
0.0		0		This study		0	Extrusive	Lava Flow	32.84816	Basaltic Lava	35.73688	SO-NO	g	g	i	ns3-18	ns3	
0.0		0		This study		0	Extrusive	Lava Flow	32.84816	Basaltic Lava	35.73688	SO-NO	g	g	i	ns4-19	ns4	
0.0		0		This study		0	Extrusive	Lava Flow	32.84816	Basaltic Lava	35.73688	SO-NO	g	g	i	ns4-20	ns4	
0.0		0		This study		0	Extrusive	Lava Flow	32.84816	Basaltic Lava	35.73688	SO-NO	g	g	i	ns4-21	ns4	
0.0		0		This study		0	Extrusive	Lava Flow	32.84816	Basaltic Lava	35.73688	SO-NO	g	g	i	ns4-22	ns4	
0.0		0		This study		0	Extrusive	Lava Flow	32.84816	Basaltic Lava	35.73688	SO-NO	g	g	i	ns4-23	ns4	
0.0		0		This study		0	Extrusive	Lava Flow	32.84816	Basaltic Lava	35.73688	SO-NO	g	g	i	ns4-24	ns4	
0.0		0		This study		0	Extrusive	Lava Flow	32.84816	Basaltic Lava	35.73688	SO-NO	g	g	i	ns5-25	ns5	
0.0		0		This study		0	Extrusive	Lava Flow	32.84816	Basaltic Lava	35.73688	SO-NO	g	g	i	ns5-26	ns5	
0.0		0		This study		0	Extrusive	Lava Flow	32.84816	Basaltic Lava	35.73688	SO-NO	g	g	i	ns5-27	ns5	
0.0		0		This study		0	Extrusive	Lava Flow	32.84816	Basaltic Lava	35.73688	SO-NO	g	g	i	ns5-28	ns5	
0.0		0		This study		0	Extrusive	Lava Flow	32.84816	Basaltic Lava	35.73688	SO-NO	g	g	i	ns5-29	ns5	
0.0		0		This study		0	Extrusive	Lava Flow	32.84816	Basaltic Lava	35.73688	SO-NO	g	g	i	ns5-30	ns5	
0.0		0		This study		0	Extrusive	Lava Flow	32.84816	Basaltic Lava	35.73688	SO-NO	g	g	i	ns6-31	ns6	
0.0		0		This study		0	Extrusive	Lava Flow	32.84816	Basaltic Lava	35.73688	SO-NO	g	g	i	ns6-32	ns6	
0.0		0		This study		0	Extrusive	Lava Flow	32.84816	Basaltic Lava	35.73688	SO-NO	g	g	i	ns6-34	ns6	
0.0		0		This study		0	Extrusive	Lava Flow	32.84816	Basaltic Lava	35.73688	SO-NO	g	g	i	ns6-35	ns6	
0.0		0		This study		0	Extrusive	Lava Flow	32.84816	Basaltic Lava	35.73688	SO-NO	g	g	i	ns6-36	ns6	
